student_id,C11,C12,C13,C14,C21,C22,C23,C31,C32,C33,C41,C42,C43
SYN-08853,2.0,1.6,2.2,2.0,2.0,1.4,2.1,1.7,1.6,1.9,2.1,1.7,1.9
SYN-08854,2.3,2.7,2.5,2.4,2.4,3.2,2.4,2.9,3.0,2.8,2.7,2.3,2.5
SYN-08855,3.1,2.4,3.2,3.3,3.3,3.0,2.8,3.2,2.7,3.2,3.0,2.8,3.4
SYN-08856,3.5,3.5,3.4,3.3,3.3,3.4,2.9,3.2,3.3,3.1,3.5,3.7,3.2
SYN-08857,2.4,2.3,2.4,2.4,2.5,2.5,2.7,2.4,1.9,2.9,3.1,2.8,2.3
SYN-08858,3.2,3.3,3.5,3.4,3.1,3.4,3.2,3.2,3.3,3.2,3.0,2.9,3.1
SYN-08859,3.0,2.9,3.1,2.7,2.6,2.8,2.9,2.7,2.6,2.8,2.3,2.3,2.7
SYN-08860,3.0,2.4,2.8,2.5,2.5,2.7,3.1,3.1,2.2,2.2,3.1,3.4,2.7
SYN-08861,2.9,3.3,3.1,3.3,3.1,3.3,3.0,3.1,2.7,3.5,3.3,2.9,3.0
SYN-08862,3.2,3.1,2.8,3.3,2.8,3.5,3.6,3.2,3.2,2.8,3.1,2.8,3.4
SYN-08863,2.1,2.2,2.0,2.4,2.3,1.7,1.6,2.2,2.4,2.3,2.4,2.8,2.2
SYN-08864,2.9,2.3,2.4,2.4,2.2,2.8,2.8,1.9,2.2,2.9,2.4,2.5,2.4
SYN-08865,3.5,3.8,3.3,3.6,4.1,3.8,3.6,3.5,3.9,4.1,4.0,3.8,3.8
SYN-08866,1.6,1.1,1.4,1.4,1.4,1.8,1.7,1.4,1.9,2.2,1.8,2.4,1.7
SYN-08867,4.1,3.8,4.1,3.4,3.4,3.7,3.3,3.1,3.0,3.5,4.0,3.7,3.3
SYN-08868,2.2,2.3,1.8,2.5,2.3,2.5,2.3,2.2,1.8,2.7,2.4,2.6,2.0
SYN-08869,3.1,3.1,2.7,3.3,2.6,3.2,3.0,2.9,3.1,3.2,3.0,3.2,2.3
SYN-08870,3.2,3.2,3.0,3.5,3.3,3.2,3.3,3.7,3.9,3.7,3.0,3.1,3.3
SYN-08871,3.9,4.1,3.9,3.9,4.0,3.6,4.0,3.8,4.1,3.3,3.7,3.9,4.2
SYN-08872,2.9,2.5,2.9,2.9,2.8,2.5,2.8,2.9,2.8,2.4,2.8,3.0,2.7
SYN-08873,4.1,4.4,4.1,3.6,3.9,3.7,3.9,4.4,3.7,3.5,3.8,3.6,3.8
SYN-08874,1.9,2.2,1.7,2.3,1.6,1.6,1.9,2.2,1.4,2.0,2.0,1.8,1.8
SYN-08875,1.8,2.3,2.5,1.8,1.9,1.9,2.0,2.4,1.8,2.0,1.9,1.5,2.2
SYN-08876,2.9,3.1,2.4,2.9,3.0,2.9,2.9,3.2,2.4,3.0,2.7,2.3,2.1
SYN-08877,1.6,2.1,1.8,1.8,2.0,1.9,1.6,2.1,1.3,2.2,1.3,1.7,1.4
SYN-08878,2.1,2.0,2.6,2.3,2.4,1.9,2.1,2.6,2.4,2.0,2.2,2.4,2.9
SYN-08879,2.7,3.0,2.5,2.2,2.6,2.9,2.0,1.8,1.7,2.8,2.6,2.4,2.2
SYN-08880,3.2,3.1,3.0,2.7,2.8,3.3,3.0,3.4,3.3,2.8,2.9,3.3,3.4
SYN-08881,2.9,2.5,2.7,2.5,3.3,2.9,2.7,2.6,2.2,2.7,2.8,2.5,3.0
SYN-08882,2.2,2.6,2.7,2.5,2.3,2.5,2.2,2.5,2.6,2.5,2.3,2.4,3.0
SYN-08883,3.6,3.0,2.9,3.1,2.7,2.9,3.4,3.4,3.5,2.7,3.2,3.2,2.9
SYN-08884,2.9,3.2,2.5,3.0,2.2,2.5,2.6,3.1,2.1,3.1,2.1,2.8,2.6
SYN-08885,4.1,3.8,3.8,3.5,4.2,3.7,4.2,3.7,4.0,3.3,3.6,3.6,3.7
SYN-08886,2.3,2.8,3.0,3.1,2.9,2.5,3.1,2.6,3.0,2.7,3.4,2.7,2.7
SYN-08887,3.5,3.4,3.5,3.5,3.7,3.2,4.4,3.8,3.6,3.2,3.2,3.9,3.7
SYN-08888,2.4,2.7,2.5,3.2,3.2,2.9,2.8,3.2,3.3,2.8,3.0,2.9,2.6
SYN-08889,2.9,2.8,3.1,3.0,3.1,3.4,3.0,3.4,2.9,3.0,3.1,3.3,3.1
SYN-08890,1.0,1.3,1.0,1.2,1.2,1.2,1.3,1.1,1.8,1.1,1.0,1.0,1.0
SYN-08891,2.2,2.2,2.6,1.9,1.9,2.0,2.3,1.9,2.2,2.7,2.4,2.0,2.5
SYN-08892,3.2,2.8,2.7,2.8,2.4,2.5,2.6,2.6,2.7,2.5,3.1,2.9,2.7
SYN-08893,2.4,2.2,1.9,2.2,2.0,2.2,2.3,2.1,2.4,2.6,2.9,2.6,2.7
SYN-08894,2.9,2.6,2.6,2.9,2.9,3.2,2.8,3.0,3.0,2.5,3.1,2.7,2.7
SYN-08895,1.7,1.5,2.0,2.0,1.6,1.8,2.2,1.4,1.7,1.4,1.8,1.1,1.8
SYN-08896,2.5,2.2,2.3,2.0,2.4,2.6,2.7,2.2,2.0,1.9,2.7,2.1,2.1
SYN-08897,1.1,1.7,2.7,2.4,1.8,2.2,1.6,2.3,1.9,2.0,1.7,2.0,2.7
SYN-08898,3.0,2.5,2.0,2.5,2.7,2.5,2.7,2.6,3.0,2.1,2.6,2.8,1.9
SYN-08899,2.9,3.5,3.2,3.3,2.9,2.8,3.2,3.6,3.0,3.2,3.3,3.5,3.4
SYN-08900,3.9,3.2,3.6,3.6,3.4,3.4,4.0,3.3,3.0,3.4,3.2,3.8,3.6
SYN-08901,3.8,3.3,3.3,3.9,3.6,3.5,3.5,3.3,3.4,3.6,4.0,3.7,3.1
SYN-08902,3.3,3.3,3.6,3.4,3.1,3.2,3.0,3.2,4.0,3.4,2.5,3.2,3.6
SYN-08903,3.1,3.0,3.1,2.8,2.9,2.8,2.9,2.8,3.0,3.3,2.4,3.0,3.1
SYN-08904,2.0,1.6,1.7,2.1,1.9,1.8,1.7,2.0,1.8,2.2,1.6,1.8,2.2
SYN-08905,3.9,3.5,4.4,4.0,4.1,3.6,3.7,3.8,3.6,3.8,3.6,3.3,3.5
SYN-08906,2.9,3.0,3.0,3.2,3.6,3.0,2.9,3.5,3.1,3.1,3.4,2.9,3.0
SYN-08907,2.8,3.3,2.3,2.9,2.6,2.4,2.6,2.8,2.9,2.7,3.0,2.3,2.7
SYN-08908,3.0,3.0,3.4,3.0,2.4,3.1,2.7,3.3,3.2,2.4,2.9,2.7,2.7
SYN-08909,4.0,3.5,3.8,3.7,3.4,3.5,3.0,3.3,3.4,3.4,3.4,3.3,3.4
SYN-08910,1.5,2.6,1.6,1.9,2.2,2.4,2.4,2.0,1.7,2.4,1.9,1.6,2.0
SYN-08911,2.4,2.2,2.5,1.8,2.0,2.5,2.3,2.4,3.0,2.5,2.0,2.7,2.4
SYN-08912,1.8,1.4,1.6,1.6,1.3,1.0,1.8,1.6,1.5,1.1,1.0,1.3,1.7
SYN-08913,2.2,1.4,2.2,1.6,2.0,1.9,2.8,1.5,1.7,1.3,2.1,2.5,2.3
SYN-08914,3.3,3.9,4.1,3.7,3.5,4.1,3.9,4.2,4.1,4.8,4.1,3.8,3.4
SYN-08915,2.6,2.8,2.9,3.1,2.3,3.3,2.6,2.5,3.3,2.4,2.4,2.5,2.7
SYN-08916,2.6,2.5,2.6,2.2,2.2,2.3,2.3,2.2,2.4,2.3,2.3,2.0,2.5
SYN-08917,2.6,2.8,2.5,2.5,2.2,2.5,2.7,2.6,3.0,2.6,2.8,2.8,2.7
SYN-08918,3.2,3.4,3.0,3.6,3.1,3.4,3.3,3.7,3.4,3.8,3.4,3.5,3.0
SYN-08919,3.0,3.0,2.5,2.4,3.4,2.8,2.9,3.2,2.8,2.6,2.7,3.1,2.4
SYN-08920,3.2,3.1,3.4,3.4,3.6,3.2,3.4,2.9,3.0,3.6,2.9,3.9,3.1
SYN-08921,2.0,2.1,1.7,2.1,2.3,1.8,1.7,2.3,1.7,1.8,2.3,2.2,2.3
SYN-08922,3.1,3.1,3.5,3.5,3.4,3.7,3.4,3.4,3.8,3.1,3.5,3.5,3.2
SYN-08923,3.8,3.8,3.6,3.4,3.5,3.8,3.6,3.4,4.3,3.8,3.8,3.3,4.1
SYN-08924,2.3,2.0,1.8,1.9,1.8,1.7,1.8,2.0,2.0,2.6,2.2,1.3,2.1
SYN-08925,3.9,3.4,2.9,3.4,3.0,2.8,3.1,3.5,3.5,3.0,2.9,3.6,3.5
SYN-08926,3.1,3.0,3.3,3.0,3.7,3.2,3.8,2.9,2.9,3.3,3.3,3.2,3.0
SYN-08927,2.9,2.8,2.5,2.8,2.9,2.5,3.2,3.5,3.0,2.5,2.9,2.9,3.0
SYN-08928,3.3,2.5,2.9,3.0,3.0,3.1,2.8,2.8,2.8,2.8,2.6,2.8,2.9
SYN-08929,1.8,2.1,1.7,1.8,1.9,2.3,2.0,2.2,2.0,2.1,1.9,1.9,2.2
SYN-08930,2.1,2.5,2.6,2.7,2.6,2.6,2.2,2.4,2.9,3.0,2.7,2.3,2.8
SYN-08931,3.0,2.6,2.8,3.8,3.0,2.7,2.5,2.8,3.0,3.6,3.0,2.9,3.1
SYN-08932,3.7,3.8,4.2,4.3,3.5,4.9,4.0,3.8,4.4,4.9,3.6,4.4,3.6
SYN-08933,2.0,1.3,1.7,2.1,2.3,2.2,2.2,1.9,1.9,2.1,1.9,2.0,2.0
SYN-08934,3.7,3.4,3.5,3.4,2.8,3.6,3.2,3.4,3.4,3.6,3.0,3.9,3.5
SYN-08935,3.0,3.1,3.4,3.1,3.0,3.1,3.3,2.9,3.1,3.1,3.2,3.3,3.1
SYN-08936,1.5,1.8,1.1,1.3,1.3,1.4,1.2,1.9,1.5,1.1,1.2,1.7,1.1
SYN-08937,3.2,3.1,3.1,3.1,2.8,3.0,2.8,2.9,2.9,3.0,3.0,3.2,3.1
SYN-08938,2.4,2.3,2.3,2.6,2.4,2.5,3.0,2.2,2.3,2.9,2.5,2.5,3.1
SYN-08939,4.2,3.8,3.3,3.5,3.0,3.5,3.5,3.4,3.5,4.0,3.4,3.5,3.5
SYN-08940,2.9,2.6,2.6,3.0,2.6,2.5,2.7,2.6,2.6,2.9,2.5,2.4,2.8
SYN-08941,3.5,3.4,3.0,4.0,3.5,3.4,3.0,3.2,3.5,3.5,3.2,3.9,3.5
SYN-08942,1.9,1.9,1.8,1.8,2.1,2.2,2.5,2.3,2.4,1.9,2.2,2.1,1.7
SYN-08943,3.0,3.2,2.7,3.2,3.0,2.8,3.0,3.3,3.4,2.9,3.2,3.3,2.9
SYN-08944,3.0,2.4,2.7,2.9,2.4,2.7,3.3,2.9,3.3,3.1,2.5,2.6,2.9
SYN-08945,2.4,2.4,2.2,2.2,2.5,1.9,2.0,2.4,2.1,2.4,2.3,1.7,2.1
SYN-08946,2.8,2.4,3.0,2.3,3.1,2.5,2.8,2.8,3.0,2.6,2.8,2.4,2.5
SYN-08947,2.3,2.3,1.6,2.4,2.5,2.0,2.8,2.2,2.5,2.7,2.4,2.5,2.5
SYN-08948,3.4,3.3,3.3,3.0,3.7,3.3,3.2,2.9,3.6,3.0,3.4,3.2,3.5
SYN-08949,3.0,2.3,2.2,2.7,2.9,2.5,2.6,2.2,2.9,2.6,2.9,2.7,2.5
SYN-08950,3.0,2.8,2.3,3.0,3.1,2.5,2.7,3.3,2.6,2.4,2.5,2.6,3.1
SYN-08951,3.2,3.6,3.5,3.4,3.4,2.7,3.5,3.7,3.2,3.7,3.2,3.3,3.4
SYN-08952,3.4,2.4,3.2,3.1,3.2,3.0,2.9,3.6,2.8,3.0,3.6,3.3,2.5
SYN-08953,2.5,3.1,2.8,3.6,2.9,3.0,2.9,3.2,3.5,2.9,3.3,3.0,2.9
SYN-08954,2.2,1.8,2.7,2.2,1.8,2.0,1.8,2.3,2.6,1.9,1.8,1.5,1.8
SYN-08955,2.3,3.2,2.2,2.8,2.8,2.6,2.5,3.2,2.8,2.3,2.6,2.6,2.5
SYN-08956,3.0,3.3,3.1,3.2,3.2,3.3,3.5,2.8,2.5,3.2,3.6,3.1,2.7
SYN-08957,3.9,3.3,3.8,3.2,3.6,4.4,3.4,3.9,3.9,3.4,4.2,3.6,3.8
SYN-08958,1.3,1.5,2.1,1.1,1.4,1.7,1.0,1.2,1.6,1.1,1.2,1.0,1.1
SYN-08959,1.9,2.5,1.8,2.3,2.5,2.4,2.7,2.6,2.0,2.5,1.8,2.4,2.2
SYN-08960,2.3,2.3,2.5,2.4,2.2,1.7,2.6,2.0,1.9,2.0,2.6,2.3,2.5
SYN-08961,1.9,2.2,2.8,2.1,1.9,2.1,2.4,2.7,1.5,2.2,2.1,2.1,2.0
SYN-08962,1.4,1.3,1.4,1.6,1.6,1.8,1.7,1.7,1.9,1.3,1.5,1.5,1.6
SYN-08963,3.5,3.3,3.6,3.7,3.1,2.7,3.6,3.2,3.2,3.4,3.2,3.2,3.3
SYN-08964,2.8,2.9,3.4,3.4,3.1,3.1,3.3,3.0,3.2,3.7,3.6,2.8,3.2
SYN-08965,2.7,3.3,2.8,3.6,2.7,2.8,2.7,2.9,3.2,3.4,2.8,3.3,3.0
SYN-08966,2.1,2.9,2.5,2.4,3.1,2.8,3.3,2.5,2.7,2.2,2.8,2.4,2.2
SYN-08967,2.2,2.4,3.1,2.4,2.3,2.6,2.4,1.9,2.5,2.8,2.3,2.5,2.4
SYN-08968,2.4,2.0,2.0,2.2,2.0,1.9,2.3,2.4,1.9,2.0,2.1,2.3,2.0
SYN-08969,2.8,3.1,2.6,2.9,1.9,3.0,3.0,3.0,2.3,2.7,3.1,3.6,3.1
SYN-08970,2.8,2.6,2.3,2.5,2.7,2.2,1.8,2.3,2.1,2.0,2.2,2.0,2.0
SYN-08971,2.9,3.0,3.0,3.5,2.7,3.4,3.8,2.8,3.1,3.1,2.6,3.3,3.2
SYN-08972,2.4,2.2,2.1,1.9,1.5,2.2,2.5,1.6,2.3,2.0,1.8,2.5,2.2
SYN-08973,3.7,3.2,4.1,3.4,3.7,3.9,3.7,3.9,3.9,4.3,3.2,3.6,4.1
SYN-08974,2.6,2.0,3.1,2.7,2.3,2.7,2.8,2.4,2.6,2.8,2.4,2.9,3.2
SYN-08975,1.9,2.5,2.6,2.5,2.7,2.5,2.7,2.7,2.1,2.0,2.1,2.9,2.2
SYN-08976,2.4,2.7,2.4,2.6,2.6,2.2,2.0,2.7,2.5,2.2,2.7,2.3,2.5
SYN-08977,3.5,3.3,3.2,3.8,3.9,3.2,3.4,3.6,3.5,3.9,3.6,3.5,2.9
SYN-08978,2.4,2.8,2.8,3.0,3.2,2.9,2.8,3.1,2.9,3.1,2.6,3.1,2.8
SYN-08979,4.2,3.9,3.9,3.7,4.3,4.0,4.4,4.0,3.5,4.2,4.3,3.8,3.6
SYN-08980,3.9,3.4,3.7,3.2,3.4,3.3,3.3,3.4,2.6,3.6,3.6,3.2,3.5
SYN-08981,2.6,2.0,2.2,2.0,1.7,2.1,2.0,2.3,2.6,2.3,2.1,2.0,2.5
SYN-08982,3.0,2.6,2.7,2.8,2.4,2.6,2.4,3.1,2.3,2.5,2.8,2.7,2.6
SYN-08983,3.2,2.9,2.7,2.7,2.6,2.6,2.7,2.7,2.6,3.0,3.0,2.5,3.1
SYN-08984,2.6,2.4,2.5,3.1,3.2,2.7,3.0,2.7,3.5,2.2,3.0,2.9,3.4
SYN-08985,3.7,3.0,3.4,3.7,3.3,3.5,3.4,3.4,3.4,3.5,3.8,3.3,3.5
SYN-08986,2.7,2.7,2.0,2.3,2.3,2.3,2.4,2.2,1.7,2.2,2.8,2.5,2.4
SYN-08987,2.2,2.2,3.0,2.4,2.1,2.5,2.4,2.1,2.5,2.6,2.1,1.8,2.4
SYN-08988,3.0,3.2,3.3,3.5,3.0,3.0,3.2,2.7,3.0,3.3,3.1,3.4,2.9
SYN-08989,3.4,3.0,3.0,3.3,2.6,2.9,3.1,3.2,2.3,2.8,3.0,3.0,3.2
SYN-08990,2.2,2.0,2.5,2.0,2.2,2.1,2.2,1.8,2.2,2.6,2.3,1.7,1.9
SYN-08991,1.3,1.5,1.1,1.8,2.1,1.9,1.8,1.9,2.0,1.8,1.2,2.0,1.7
SYN-08992,3.8,4.0,3.8,3.8,4.5,3.3,3.9,3.6,3.6,3.5,3.9,4.1,4.1
SYN-08993,3.6,3.5,3.3,3.6,3.8,3.4,3.3,4.0,3.2,3.8,3.2,3.4,3.8
SYN-08994,2.3,2.1,2.7,1.8,2.4,2.6,2.2,2.2,2.3,1.8,2.0,2.5,2.0
SYN-08995,2.5,2.2,2.4,2.8,2.2,2.1,2.9,2.6,2.3,2.8,2.3,2.5,2.4
SYN-08996,2.1,3.0,2.5,3.1,2.7,2.5,2.4,2.7,2.8,3.0,2.9,2.6,2.8
SYN-08997,2.9,3.5,3.0,3.2,2.4,3.2,3.2,3.6,2.9,3.6,3.1,3.5,3.2
SYN-08998,2.4,3.0,2.4,2.4,2.6,2.5,2.7,2.6,2.7,2.7,2.2,1.9,2.6
SYN-08999,2.2,2.2,2.4,2.5,2.4,2.7,2.2,3.0,2.7,2.4,3.1,1.8,2.8
SYN-09000,2.6,3.0,2.5,2.3,2.7,2.5,2.7,2.7,2.2,2.9,1.8,3.5,2.7
SYN-09001,1.9,1.7,2.3,2.3,2.1,2.0,2.3,1.5,1.7,2.3,2.0,2.4,1.8
SYN-09002,3.2,3.1,3.8,3.2,3.6,3.4,3.0,3.4,3.4,2.9,3.2,3.3,3.7
SYN-09003,3.3,2.9,2.6,3.4,3.2,2.6,2.6,2.9,3.5,2.8,2.8,2.3,3.0
SYN-09004,2.7,2.4,2.2,1.9,1.6,2.3,2.0,2.3,1.5,2.3,2.7,1.9,1.3
SYN-09005,3.3,2.0,3.3,2.9,3.7,2.5,3.0,2.3,3.3,3.1,3.0,3.2,2.4
SYN-09006,2.5,2.9,1.9,2.6,2.5,2.1,2.3,3.1,2.5,2.9,2.3,2.5,2.2
SYN-09007,2.9,2.5,2.3,2.6,3.3,2.2,2.8,2.7,2.8,2.5,3.1,2.8,3.4
SYN-09008,1.2,1.7,1.5,1.4,1.1,2.1,1.3,1.7,1.3,1.8,1.2,2.0,1.2
SYN-09009,2.6,2.6,2.5,2.3,2.5,2.6,2.2,2.3,2.2,2.6,3.2,2.6,2.2
SYN-09010,3.5,3.7,3.6,3.7,3.0,3.7,3.6,3.2,4.2,2.9,3.9,3.4,3.4
SYN-09011,2.2,1.5,2.9,2.1,1.6,2.0,2.0,2.1,1.8,2.4,2.4,2.7,2.2
SYN-09012,2.8,3.0,1.9,3.2,2.7,2.3,2.4,2.3,2.1,2.9,3.1,1.9,3.0
SYN-09013,3.4,3.6,3.1,3.4,3.9,3.1,3.7,3.8,3.3,3.1,3.4,4.0,3.7
SYN-09014,4.1,3.1,3.6,3.7,3.4,3.6,3.8,3.5,3.6,4.0,3.5,4.0,3.6
SYN-09015,2.9,3.6,3.2,2.3,2.5,2.9,3.0,3.2,3.2,2.9,3.1,3.0,3.0
SYN-09016,3.4,4.5,3.3,3.3,3.6,4.1,3.6,3.7,4.2,3.7,3.3,4.0,3.6
SYN-09017,3.3,3.1,3.4,3.1,3.4,3.3,3.7,3.0,3.1,3.6,3.2,3.1,3.4
SYN-09018,1.6,1.2,1.0,2.1,1.9,2.1,1.2,2.3,1.6,1.1,1.9,1.5,2.1
SYN-09019,2.7,3.3,2.6,3.0,3.3,3.4,2.3,3.1,3.3,2.9,2.9,2.3,3.1
SYN-09020,2.8,2.6,2.7,2.6,2.9,2.9,3.0,2.9,3.1,3.3,2.5,2.5,2.7
SYN-09021,1.9,2.5,2.1,1.9,2.1,2.0,2.2,2.1,2.1,2.4,1.8,2.0,2.3
SYN-09022,1.8,1.3,1.4,1.3,1.6,1.9,1.8,1.6,1.2,2.0,1.5,1.6,1.6
SYN-09023,2.7,3.6,3.7,3.1,2.7,3.5,3.4,3.1,4.0,3.5,2.9,2.7,3.1
SYN-09024,3.3,2.5,2.6,2.3,2.5,2.6,2.7,2.6,2.6,2.4,2.8,3.0,3.0
SYN-09025,2.5,2.3,2.8,3.1,2.8,2.6,3.0,3.5,2.4,3.2,2.7,2.6,3.0
SYN-09026,3.0,2.7,3.1,3.1,3.1,3.1,3.0,3.4,3.2,2.6,2.5,3.5,3.3
SYN-09027,3.8,3.6,3.8,4.0,3.8,3.9,4.3,3.4,3.7,4.0,3.5,3.7,3.2
SYN-09028,2.9,2.2,2.3,2.1,2.4,2.4,1.8,1.8,2.6,2.6,2.5,1.8,2.6
SYN-09029,2.1,2.4,2.2,3.4,2.5,2.5,2.6,2.7,2.2,2.9,2.4,1.8,2.2
SYN-09030,3.1,2.7,2.4,2.8,2.1,2.8,2.9,2.3,2.7,2.8,1.9,2.2,2.4
SYN-09031,2.5,2.4,2.3,2.3,2.1,1.8,2.3,2.2,2.3,2.2,2.5,1.9,2.4
SYN-09032,3.4,3.9,3.9,3.5,4.1,4.0,3.7,3.7,3.8,3.5,3.7,4.1,4.2
SYN-09033,3.8,3.5,3.3,3.1,3.1,3.2,3.5,3.3,3.2,3.9,2.9,3.4,2.7
SYN-09034,3.0,2.8,3.1,3.1,2.8,2.8,2.8,3.8,2.7,3.2,2.5,3.0,3.5
SYN-09035,3.4,3.0,3.3,3.0,3.0,2.6,2.7,3.0,3.4,3.4,2.7,3.1,3.5
SYN-09036,2.9,2.7,2.4,2.7,2.9,2.6,2.7,2.4,2.8,2.6,2.4,2.9,3.0
SYN-09037,1.0,1.2,1.1,1.3,1.5,1.0,1.6,1.1,1.1,1.4,1.7,1.4,1.3
SYN-09038,3.8,4.0,3.8,3.6,4.0,4.3,3.9,4.5,3.9,3.7,4.7,4.0,3.9
SYN-09039,2.6,2.6,2.4,2.5,2.4,2.1,2.3,2.2,2.5,2.3,3.1,2.6,1.9
SYN-09040,2.8,3.2,3.4,3.3,3.4,3.0,3.8,3.0,3.5,2.8,2.8,3.3,3.4
SYN-09041,3.1,3.6,3.4,3.4,3.4,3.4,3.0,3.8,3.6,3.3,3.6,3.8,3.6
SYN-09042,2.8,2.4,2.4,2.1,2.7,2.6,1.9,1.9,3.1,2.1,2.8,2.2,3.0
SYN-09043,4.2,4.2,3.7,4.1,3.9,3.5,3.9,3.7,3.7,4.1,3.5,4.4,4.2
SYN-09044,3.3,3.8,3.1,3.4,3.5,3.0,3.6,3.1,3.6,3.4,3.1,3.3,3.5
SYN-09045,2.5,1.7,2.4,2.0,1.9,2.3,2.0,2.3,2.0,2.4,2.5,2.6,2.1
SYN-09046,3.1,2.9,3.1,3.0,3.4,3.2,3.2,3.5,3.5,3.1,2.2,3.5,3.5
SYN-09047,3.2,3.5,3.9,3.9,3.1,3.3,2.9,3.3,3.2,2.7,3.7,3.9,3.8
SYN-09048,3.0,2.2,3.3,2.7,2.8,3.0,2.9,3.2,2.5,3.1,2.3,2.8,2.5
SYN-09049,3.2,3.5,3.4,3.1,2.7,2.7,3.5,3.1,2.9,2.8,3.3,3.6,3.0
SYN-09050,2.9,2.3,2.8,3.1,2.4,2.9,2.7,2.6,2.2,2.2,2.7,2.6,2.7
SYN-09051,2.9,2.0,2.9,2.1,2.4,2.3,2.2,3.0,2.5,2.9,2.1,2.4,2.1
SYN-09052,2.3,2.9,2.8,3.0,3.5,2.4,2.7,3.0,2.6,2.9,2.7,2.7,2.5
SYN-09053,2.9,2.9,2.7,3.0,2.7,3.5,3.1,3.1,2.3,2.8,2.6,2.7,2.9
SYN-09054,2.5,2.5,2.9,2.3,2.6,2.3,2.3,2.5,2.9,2.2,2.5,2.6,2.1
SYN-09055,1.2,1.7,1.6,1.6,1.5,2.1,1.5,1.1,1.1,1.4,1.4,1.3,1.7
SYN-09056,4.1,3.6,3.3,3.8,3.6,3.6,3.5,3.5,3.2,3.6,3.6,3.4,3.2
SYN-09057,3.7,3.1,3.5,3.6,3.0,3.3,3.8,3.4,2.8,3.7,3.4,3.4,3.4
SYN-09058,2.4,2.6,2.8,2.6,2.2,2.3,1.6,2.4,2.1,1.8,2.6,2.4,2.7
SYN-09059,2.3,2.0,3.0,2.3,2.5,3.0,2.2,2.4,2.2,2.5,2.5,2.2,2.5
SYN-09060,2.3,2.3,2.2,2.2,1.7,2.5,2.2,2.5,2.3,2.4,1.8,3.0,2.2
SYN-09061,2.1,1.9,1.5,1.5,1.8,1.5,2.3,1.9,2.2,2.0,1.5,1.9,2.0
SYN-09062,2.1,1.8,2.0,2.2,2.4,1.7,1.9,2.4,1.8,2.1,2.1,2.4,2.2
SYN-09063,2.8,2.8,2.8,2.8,3.1,3.0,2.8,3.1,3.5,3.1,2.7,2.4,2.6
SYN-09064,3.0,3.6,2.8,3.4,3.0,2.8,2.6,2.9,2.7,2.7,2.6,2.8,2.7
SYN-09065,2.1,2.1,1.9,2.0,2.1,2.3,2.4,2.1,2.1,1.8,2.1,1.8,2.3
SYN-09066,2.2,2.6,2.4,3.3,2.7,2.7,2.5,2.9,2.6,2.4,2.8,2.5,2.1
SYN-09067,2.6,3.3,2.8,3.1,2.5,3.2,2.3,2.4,2.4,3.0,3.0,2.6,2.3
SYN-09068,2.7,2.4,2.5,2.4,1.9,2.2,2.1,2.0,2.0,2.3,2.5,2.3,2.5
SYN-09069,3.4,3.2,3.3,2.7,2.8,2.6,2.9,2.3,3.2,3.2,2.7,3.1,3.3
SYN-09070,2.2,1.8,2.1,2.4,1.7,1.9,2.2,2.3,2.1,2.2,2.0,2.0,1.5
SYN-09071,3.9,4.2,4.2,4.1,3.7,4.1,3.6,4.0,3.6,3.3,3.4,4.2,4.2
SYN-09072,2.3,2.0,2.0,2.1,2.8,2.2,2.4,2.6,2.2,2.4,2.5,2.5,2.5
SYN-09073,2.6,2.3,2.7,2.6,2.3,2.2,2.4,2.7,2.5,2.9,2.5,2.2,2.5
SYN-09074,2.3,2.4,1.6,2.1,2.2,1.4,2.8,1.6,1.6,1.8,2.1,1.5,2.0
SYN-09075,1.0,1.3,1.6,1.7,1.0,1.0,1.4,1.7,1.8,1.5,1.2,1.2,1.0
SYN-09076,3.3,3.0,3.3,2.7,2.6,3.2,2.8,2.8,3.4,3.0,3.3,3.1,3.2
SYN-09077,2.4,1.7,2.2,2.4,1.7,1.7,2.6,1.8,2.1,1.5,2.1,1.9,2.1
SYN-09078,2.8,3.1,3.1,2.9,2.6,2.3,2.7,3.1,2.8,2.9,2.8,2.2,2.8
SYN-09079,2.4,2.2,2.4,1.8,2.0,2.5,2.3,2.8,2.6,2.8,2.8,2.4,2.7
SYN-09080,3.1,3.6,3.1,3.9,3.4,3.4,3.2,2.5,3.4,3.1,4.1,3.4,3.8
SYN-09081,3.1,3.1,3.1,3.0,2.7,2.2,2.6,2.6,2.8,3.2,2.7,2.6,2.7
SYN-09082,1.3,1.9,1.5,1.8,1.5,1.8,1.9,2.0,2.0,2.1,1.8,1.5,1.6
SYN-09083,2.9,3.1,2.9,3.1,2.9,2.8,2.9,2.9,2.9,3.0,2.7,2.9,2.8
SYN-09084,4.6,4.0,3.9,4.0,4.0,4.1,3.9,4.5,4.3,4.3,3.9,4.3,4.3
SYN-09085,1.9,2.2,2.4,2.8,2.5,2.8,2.8,2.0,2.8,2.3,2.7,2.1,2.4
SYN-09086,2.0,2.4,2.6,2.1,2.6,2.4,3.0,2.4,2.1,2.6,2.1,2.1,2.3
SYN-09087,3.0,3.1,2.8,2.9,2.9,3.2,2.8,2.6,2.7,2.9,3.2,3.4,2.7
SYN-09088,1.9,2.3,2.1,2.2,2.8,1.9,2.3,2.5,2.1,2.6,2.8,2.3,2.8
